Counter,Date,User,Comment
1957,"June 13, 2007 6:52AM","
03accordman ","
""Sounds like GM's version of the Ford Challenge. Good for them.""No way, Ford challenge was a paid advertisment from Ford, while this is a gutsy move aimed at buyers in dealerships, not passersby. GM is definitely on move, the product they have launched in the past year of so has been far, far improved from the past (GMT900s, Saturns Aura-Vue-Sky, upcoming Malibu, CTS, Acadia, upcoming G8) and I don't see why it won't be successful. Ford on the other hand, well apart from the Fusion, there really is not much to talk about, I would have preferred if they had got some of the Euro fords here, which are excellent vehicles, including the small/micro cars, which would have been a great move, seeing how gas prices are skyrocketing here. "
1958,"June 13, 2007 7:09AM","
jeffyscott ","
Example - you are going out to buy your kid his/her first car, and you tell your neighbor that you bought an 6 year old Camcord with 100k on it. He nods because he understands. Tell him the same thing about a Contour in the same condition and he wonders if you are crazy. Except you leave out that for the same money the camcord costs you can get two Contours. And why do I care what someone else thinks, anyway.I actually did buy two used contours that became teenager cars after I had used them myself for a while. Each had about 75K miles one was 5 years old the other 6. One cost $3800 the other $3100. "
1959,"June 13, 2007 7:10AM","
captain2 ","
I have no 'disgust' for Ford products and have said several times that I thought that both the Fusion and 500 were well designed vehicles - disgust? - that probably happens when I evaluate what's under the hoods and drive them and is only a personal importance that I assign to drivetrain sophistication How much do you think Ford (or anybody else) PAYS the JD Powers' of the world to use their name for promotional purposes, BTW? Or for that matter, how much R&T or C&D were PAID for their 'participation' and name use in your ballyhooed Challenge? Those quality and safety awards you point to need to be earned and not necessarily bought.Trust somebody like CR to come out with something that tells me that the Fusion has been the least troublesome car in its class for at least the last 5 years or so - then, I become a 'believer'. "
1960,"June 13, 2007 7:14AM","
jeffyscott ","
Additionally, seating is comfortableI guess it depends on who you are. I found the Altima's seats to be awful. Too hard. too flat, and too low (despite the height adjustablity). "
1961,"June 13, 2007 7:30AM","
captain2 ","
grad - I think you find that the bigger price disparities are found comparing V6 to V6, not the 4 cylinder models. The Accord V6 premium being higher than the Fords. "
1962,"June 13, 2007 7:31AM","
akirby ","
Now you're insinuating that the JD Power results are bought and paid for?This is now past the point of being ridiculous. Time to move on. "
1963,"June 13, 2007 8:00AM","
joe97 ","
Which spec/trim of Accord and Camry is GM/Saturn putting in their showroom?Does Honda/Toyota count those as sales  "
1964,"June 13, 2007 8:19AM","
moparbad ","
Does Honda/Toyota count those as sales Toyota and Honda are not loaning the Accords and Camrys to Saturn, they are not giving the cars to Saturn, they are not trading the cars for Saturns. The Accords and Camrys are being sold. Sold = Sale "
1965,"June 13, 2007 8:49AM","
captain2 ","
and how exactly do you suppose that JD Powers pays its bills? They don't exactly have the same sort of donation/consumer support base that CR does, for example.I think there is a strong possibility, the cynic that I am, that somebody over at JD (and I really don't mean to pick on them specifically) gets together with his staff and decides which company needs and more importantly would use their name most often for some favorable publicity. Effectively predetermined results - just like the Challenge. All about dollars, sure, as many things are.If you don't think that things like this happen, I feel sorry for you! "
1966,"June 13, 2007 9:35AM","
tallman1 ","
The Accord and Camry models used in the Aura promotion can be found here: Side-by-SideLooks like they used the MSRP as the main focus. That makes it a V6 vs I4 comparison. "
1967,"June 13, 2007 9:43AM","
akirby ","
JD Powers sells its research to the auto industry. The quality reports are only the tip of the iceberg. 99.99% of their data is never released to the public. It's used by the automakers (all of them) to track progress and identify areas for improvement. That's how they fund their research, not by selling results to the highest bidder. They get the same price for their work regardless of the results.You don't ever hear any of the automakers at the bottom of their results questioning either the results or the process. That should be enough proof by itself. "
1968,"June 13, 2007 9:44AM","
goodegg ","
The Accord and Camry models used in the Aura promotion can be found hereAre they gonna replace the 5 year old designed Accord with a 2008 version when it arrives in 3 months? "
1969,"June 13, 2007 9:49AM","
moparbad ","
Are they gonna replace the 5 year old designed Accord with a 2008 version when it arrives in 3 months?In 3 months the advertising campaign will be over. There will be no Accord to replace. "
1970,"June 13, 2007 9:51AM","
tallman1 ","
Oh my... when you look at the specification details on these comparison pages, Toyota and Honda fans will have a field day. For example, the V6 is standard for the Aura but ""Not Available"" for the Camry and Accord. I guess that is true.... the V6 isn't available in the I4 models.  "
1971,"June 13, 2007 9:59AM","
urnews ","
Thanks for the post, TallMan. Very informative. Just as I suspected, the Aura is a V6 (do they even offer a 4?) versus the I4 in both the Camry and Accord. The comparison is definitely a gutsy move by GM. Comparison doesn't indicate if all three of them have standard or automatic transmissions. "
1972,"June 13, 2007 10:17AM","
tallman1 ","
They would all have to be automatics because as far as I can tell, the XE model in the comparison doesn't come with a manual.I was playing around on the Saturn website and it appears that the base model XE is what is used in the comparison (based on price). However, when I went to the ""build your own"" section, several option packages were pre-selected and I couldn't remove them. This added $2,725 to the MSRP. Anyone know anything about this?... it certainly can't be right. "
1973,"June 13, 2007 10:52AM","
mz6greyghost ","
Saturn doesn't offer a 4-cyl for the XE or XR, only for the Green line. I'm sure that automatics will be used for the comparison as well, considering that the Aura isn't available with a manual.As far as the website goes, I was able to build a bare-bones XE with no options, for the price of $20,995. "
1974,"June 13, 2007 10:57AM","
tallman1 ","
As far as the website goes, I was able to build a bare-bones XE with no options, for the price of $20,995.Maybe it's my Safari browser then... I couldn't get those check marks on the packages that were pre-selected turned off. I feel better knowing that you were able to do it. :shades: "
